"V1","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"10485","129.5","131.9","18.14","","","","","","","","",""
"10486","129.4","131.9","18.14","","","","","","","","",""
"10487","129.5","131.9","18.14","","","","","","","","",""
"10488","129.4","131.9","18.15","","","","","","","","",""
"10489","129.5","131.9","18.14","","","","","","","","",""
"10490","129.4","131.9","18.14","","","","","","","","",""
"10491","129.4","131.9","18.15","","","","","","","","",""
"10492","129.4","131.9","18.14","","","","","","","","",""
"10493","129.4","131.9","18.14","","","","","","","","",""
"10494","129.4","131.9","18.14","","","","","","","","",""
"10495","129.4","131.9","18.15","","","","","","","","",""
"10496","129.4","131.9","18.14","","","","","","","","",""
"10497","129.5","131.9","18.15","","","","","","","","",""
"10498","129.4","131.9","18.14","","","","","","","","",""
"10499","129.4","131.9","18.14","","","","","","","","",""
"10500","129.5","131.9","18.14","","","","","","","","",""
"10501","129.5","131.9","18.14","","","","","","","","",""
"10502","129.4","131.5","18.14","","","","","","","","",""
"10503","129.4","131.9","18.14","","","","","","","","",""
"10504","129.4","131.9","18.14","","","","","","","","",""
"10505","129.4","131.9","18.14","","","","","","","","",""
"10506","129.4","131.9","18.14","","","","","","","","",""
"10507","129.5","131.9","18.14","","","","","","","","",""
"10508","129.4","131.9","18.13","","","","","","","","",""
"10509","129.4","131.9","18.14","","","","","","","","",""
"10510","129.4","131.9","18.14","","","","","","","","",""
"10511","129.4","131.9","18.13","","","","","","","","",""
"10512","129.4","131.9","18.14","","","","","","","","",""
"10513","129.4","131.9","18.14","","","","","","","","",""
"10514","129.4","131.9","18.14","","","","","","","","",""
"10515","129.4","131.9","18.14","","","","","","","","",""
"10516","129.4","131.9","18.13","","","","","","","","",""
"10517","129.4","131.9","18.14","","","","","","","","",""
"10518","129.5","131.9","18.14","","","","","","","","",""
"10519","129.4","131.9","18.14","","","","","","","","",""
"10520","129.4","131.9","18.13","","","","","","","","",""
"10521","129.4","131.9","18.13","","","","","","","","",""
"10522","129.4","131.9","18.14","","","","","","","","",""
"10523","129.4","131.9","18.13","","","","","","","","",""
"10524","129.4","131.9","18.13","","","","","","","","",""
"10525","129.4","131.5","18.13","","","","","","","","",""
"10526","129.3","131.9","18.14","","","","","","","","",""
"10527","129.4","131.9","18.14","","","","","","","","",""
"10528","129.4","131.9","18.14","","","","","","","","",""
"10529","129.4","131.5","18.13","","","","","","","","",""
"10530","129.3","131.9","18.13","","","","","","","","",""
"10531","129.4","131.5","18.14","","","","","","","","",""
"10532","129.4","131.9","18.13","","","","","","","","",""
"10533","129.4","131.9","18.13","","","","","","","","",""
"10534","129.4","131.9","18.13","","","","","","","","",""
"10535","129.4","131.5","18.13","","","","","","","","",""
"10536","129.4","131.9","18.13","","","","","","","","",""
"10537","129.3","131.9","18.13","","","","","","","","",""
"10538","129.4","131.9","18.13","","","","","","","","",""
"10539","129.3","131.9","18.13","","","","","","","","",""
"10540","129.4","131.9","18.13","","","","","","","","",""
"10541","129.4","131.5","18.13","","","","","","","","",""
"10542","129.4","131.9","18.13","","","","","","","","",""
"10543","129.3","131.9","18.13","","","","","","","","",""
"10544","129.4","131.9","18.13","","","","","","","","",""
"10545","129.4","131.9","18.13","","","","","","","","",""
"10546","129.4","131.9","18.13","","","","","","","","",""
"10547","129.4","131.9","18.13","","","","","","","","",""
"10548","129.4","131.9","18.13","","","","","","","","",""
"10549","129.4","131.9","18.11","","","","","","","","",""
"10550","129.3","131.9","18.13","","","","","","","","",""
"10551","129.3","131.9","18.13","","","","","","","","",""
"10552","129.4","131.9","18.11","","","","","","","","",""
"10553","129.4","131.9","18.13","","","","","","","","",""
"10554","129.4","131.9","18.13","","","","","","","","",""
"10555","129.4","131.9","18.13","","","","","","","","",""
"10556","129.3","131.5","18.13","","","","","","","","",""
"10557","129.3","131.5","18.13","","","","","","","","",""
"10558","129.4","131.9","18.11","","","","","","","","",""
"10559","129.4","131.9","18.13","","","","","","","","",""
"10560","129.4","131.9","18.13","","","","","","","","",""
"10561","129.4","131.9","18.13","","","","","","","","",""
"10562","129.4","131.5","18.13","","","","","","","","",""
"10563","129.3","131.9","18.13","","","","","","","","",""
"10564","129.3","131.9","18.11","","","","","","","","",""
"10565","129.4","131.9","18.11","","","","","","","","",""
"10566","129.3","131.9","18.11","","","","","","","","",""
"10567","129.4","131.5","18.11","","","","","","","","",""
"10568","129.3","131.9","18.11","","","","","","","","",""
"10569","129.3","131.9","18.11","","","","","","","","",""
"10570","129.3","131.9","18.13","","","","","","","","",""
"10571","129.4","131.9","18.13","","","","","","","","",""
"10572","129.4","131.9","18.13","","","","","","","","",""
"10573","129.4","131.9","18.11","","","","","","","","",""
"10574","129.3","131.9","18.11","","","","","","","","",""
"10575","129.3","131.9","18.13","","","","","","","","",""
"10576","129.4","131.9","18.13","","","","","","","","",""
"10577","129.3","131.9","18.11","","","","","","","","",""
"10578","129.3","131.9","18.11","","","","","","","","",""
"10579","129.3","131.9","18.11","","","","","","","","",""
"10580","129.4","131.9","18.11","","","","","","","","",""
"10581","129.4","131.9","18.11","","","","","","","","",""
"10582","129.3","131.9","18.11","","","","","","","","",""
"10583","129.3","131.9","18.11","","","","","","","","",""
"10584","129.4","131.9","18.11","","","","","","","","",""
"10585","129.3","131.9","18.11","","","","","","","","",""
"10586","129.4","131.9","18.11","","","","","","","","",""
"10587","129.4","131.9","18.11","","","","","","","","",""
"10588","129.3","131.5","18.11","","","","","","","","",""
"10589","129.3","131.9","18.11","","","","","","","","",""
"10590","129.4","131.9","18.10","","","","","","","","",""
"10591","129.3","131.9","18.11","","","","","","","","",""
"10592","129.4","131.9","18.11","","","","","","","","",""
"10593","129.3","131.9","18.11","","","","","","","","",""
"10594","129.4","131.5","18.11","","","","","","","","",""
"10595","129.3","131.9","18.10","","","","","","","","",""
"10596","129.3","131.5","18.11","","","","","","","","",""
"10597","129.3","131.9","18.10","","","","","","","","",""
"10598","129.3","131.9","18.11","","","","","","","","",""
"10599","129.3","131.9","18.11","","","","","","","","",""
"10600","129.3","131.5","18.11","","","","","","","","",""
"10601","129.3","131.9","18.11","","","","","","","","",""
"10602","129.3","131.9","18.10","","","","","","","","",""
"10603","129.4","131.5","18.10","","","","","","","","",""
"10604","129.3","131.9","18.10","","","","","","","","",""
"10605","129.4","131.9","18.10","","","","","","","","",""
"10606","129.3","131.5","18.11","","","","","","","","",""
"10607","129.3","131.5","18.10","","","","","","","","",""
"10608","129.3","131.9","18.10","","","","","","","","",""
"10609","129.3","131.9","18.10","","","","","","","","",""
"10610","129.3","131.9","18.10","","","","","","","","",""
"10611","129.3","131.9","18.11","","","","","","","","",""
"10612","129.3","131.5","18.10","","","","","","","","",""
"10613","129.3","131.9","18.10","","","","","","","","",""
"10614","129.4","131.9","18.10","","","","","","","","",""
"10615","129.3","131.5","18.10","","","","","","","","",""
"10616","129.3","131.9","18.10","","","","","","","","",""
"10617","129.4","131.9","18.10","","","","","","","","",""
"10618","129.3","131.5","18.10","","","","","","","","",""
"10619","129.3","131.9","18.10","","","","","","","","",""
"10620","129.3","131.5","18.10","","","","","","","","",""
"10621","129.3","131.9","18.10","","","","","","","","",""
"10622","129.3","131.9","18.10","","","","","","","","",""
"10623","129.3","131.9","18.10","","","","","","","","",""
"10624","129.3","131.9","18.10","","","","","","","","",""
"10625","129.3","131.5","18.10","","","","","","","","",""
"10626","129.3","131.9","18.10","","","","","","","","",""
"10627","129.3","131.5","18.10","","","","","","","","",""
"10628","129.3","131.9","18.10","","","","","","","","",""
"10629","129.3","131.9","18.10","","","","","","","","",""
"10630","129.3","131.5","18.10","","","","","","","","",""
"10631","129.3","131.5","18.09","","","","","","","","",""
"10632","129.3","131.5","18.10","","","","","","","","",""
"10633","129.3","131.9","18.09","","","","","","","","",""
"10634","129.3","131.5","18.09","","","","","","","","",""
"10635","129.3","131.9","18.10","","","","","","","","",""
"10636","129.3","131.5","18.10","","","","","","","","",""
"10637","129.3","131.9","18.10","","","","","","","","",""
"10638","129.3","131.9","18.10","","","","","","","","",""
"10639","129.3","131.9","18.10","","","","","","","","",""
"10640","129.3","131.5","18.10","","","","","","","","",""
"10641","129.4","131.5","18.10","","","","","","","","",""
"10642","129.3","131.9","18.09","","","","","","","","",""
"10643","129.3","131.9","18.09","","","","","","","","",""
"10644","129.3","131.9","18.10","","","","","","","","",""
"10645","129.3","131.5","18.10","","","","","","","","",""
"10646","129.3","131.9","18.09","","","","","","","","",""
"10647","129.3","131.9","18.09","","","","","","","","",""
"10648","129.3","131.5","18.10","","","","","","","","",""
"10649","129.3","131.9","18.09","","","","","","","","",""
"10650","129.3","131.9","18.09","","","","","","","","",""
"10651","129.3","131.9","18.09","","","","","","","","",""
"10652","129.3","131.9","18.09","","","","","","","","",""
"10653","129.3","131.5","18.09","","","","","","","","",""
"10654","129.3","131.9","18.09","","","","","","","","",""
"10655","129.3","131.5","18.09","","","","","","","","",""
"10656","129.3","131.9","18.09","","","","","","","","",""
"10657","129.3","131.9","18.09","","","","","","","","",""
"10658","129.3","131.5","18.09","","","","","","","","",""
"10659","129.3","131.9","18.09","","","","","","","","",""
"10660","129.3","131.9","18.09","","","","","","","","",""
"10661","129.3","131.5","18.09","","","","","","","","",""
"10662","129.3","131.9","18.09","","","","","","","","",""
"10663","129.3","131.9","18.10","","","","","","","","",""
"10664","129.3","131.9","18.09","","","","","","","","",""
"10665","129.3","131.5","18.09","","","","","","","","",""
"10666","129.3","131.9","18.09","","","","","","","","",""
"10667","129.3","131.5","18.09","","","","","","","","",""
"10668","129.3","131.9","18.09","","","","","","","","",""
"10669","129.3","131.9","18.09","","","","","","","","",""
"10670","129.3","131.9","18.09","","","","","","","","",""
"10671","129.3","131.5","18.09","","","","","","","","",""
"10672","129.3","131.9","18.09","","","","","","","","",""
"10673","129.1","131.9","18.09","","","","","","","","",""
"10674","129.3","131.5","18.09","","","","","","","","",""
"10675","129.3","131.9","18.09","","","","","","","","",""
"10676","129.3","131.9","18.09","","","","","","","","",""
"10677","129.3","131.5","18.09","","","","","","","","",""
"10678","129.3","131.5","18.09","","","","","","","","",""
"10679","129.3","131.9","18.09","","","","","","","","",""
"10680","129.3","131.9","18.09","","","","","","","","",""
"10681","129.3","131.9","18.09","","","","","","","","",""
"10682","129.3","131.5","18.09","","","","","","","","",""
"10683","129.3","131.9","18.09","","","","","","","","",""
"10684","129.3","131.9","18.09","","","","","","","","",""
"10685","129.3","131.5","18.09","","","","","","","","",""
"10686","129.3","131.5","18.09","","","","","","","","",""
"10687","129.3","131.9","18.09","","","","","","","","",""
"10688","129.3","131.9","18.09","","","","","","","","",""
"10689","129.3","131.9","18.09","","","","","","","","",""
"10690","129.3","131.5","18.09","","","","","","","","",""
"10691","129.3","131.5","18.09","","","","","","","","",""
"10692","129.3","131.5","18.09","","","","","","","","",""
"10693","129.3","131.9","18.09","","","","","","","","",""
"10694","129.3","131.9","18.09","","","","","","","","",""
"10695","129.3","131.9","18.09","","","","","","","","",""
"10696","129.3","131.5","18.09","","","","","","","","",""
"10697","129.3","131.9","18.09","","","","","","","","",""
"10698","129.3","131.5","18.09","","","","","","","","",""
"10699","129.3","131.9","18.09","","","","","","","","",""
"10700","129.3","131.9","18.07","","","","","","","","",""
"10701","129.3","131.5","18.09","","","","","","","","",""
"10702","129.3","131.9","18.07","","","","","","","","",""
"10703","129.3","131.9","18.07","","","","","","","","",""
"10704","129.3","131.5","18.07","","","","","","","","",""
"10705","129.3","131.5","18.09","","","","","","","","",""
"10706","129.3","131.9","18.07","","","","","","","","",""
"10707","129.3","131.5","18.07","","","","","","","","",""
"10708","129.3","131.5","18.07","","","","","","","","",""
"10709","129.3","131.9","18.07","","","","","","","","",""
"10710","129.3","131.9","18.07","","","","","","","","",""
"10711","129.3","131.5","18.07","","","","","","","","",""
"10712","129.3","131.9","18.07","","","","","","","","",""
"10713","129.2","131.9","18.07","","","","","","","","",""
"10714","129.3","131.9","18.07","","","","","","","","",""
"10715","129.3","131.9","18.07","","","","","","","","",""
"10716","129.3","131.9","18.07","","","","","","","","",""
"10717","129.3","131.5","18.07","","","","","","","","",""
"10718","129.3","131.5","18.07","","","","","","","","",""
"10719","129.3","131.9","18.07","","","","","","","","",""
"10720","129.3","131.5","18.07","","","","","","","","",""
"10721","129.3","131.5","18.07","","","","","","","","",""
"10722","129.3","131.5","18.07","","","","","","","","",""
"10723","129.3","131.5","18.06","","","","","","","","",""
"10724","129.3","131.9","18.07","","","","","","","","",""
"10725","129.3","131.5","18.06","","","","","","","","",""
"10726","129.3","131.9","18.06","","","","","","","","",""
"10727","129.2","131.5","18.06","","","","","","","","",""
"10728","129.3","131.5","18.07","","","","","","","","",""
"10729","129.3","131.5","18.07","","","","","","","","",""
"10730","129.3","131.9","18.06","","","","","","","","",""
"10731","129.3","131.5","18.07","","","","","","","","",""
"10732","129.3","131.9","18.07","","","","","","","","",""
"10733","129.3","131.9","18.06","","","","","","","","",""
"10734","129.3","131.5","18.07","","","","","","","","",""
"10735","129.1","131.5","18.07","","","","","","","","",""
"10736","129.3","131.9","18.06","","","","","","","","",""
"10737","129.3","131.5","18.06","","","","","","","","",""
"10738","129.3","131.5","18.06","","","","","","","","",""
"10739","129.3","131.5","18.07","","","","","","","","",""
"10740","129.3","131.5","18.06","","","","","","","","",""
"10741","129.3","131.9","18.06","","","","","","","","",""
"10742","129.3","131.5","18.06","","","","","","","","",""
"10743","129.3","131.9","18.06","","","","","","","","",""
"10744","129.3","131.5","18.06","","","","","","","","",""
"10745","129.1","131.9","18.06","","","","","","","","",""
"10746","129.3","131.5","18.06","","","","","","","","",""
"10747","129.1","131.5","18.06","","","","","","","","",""
"10748","129.3","131.5","18.06","","","","","","","","",""
"10749","129.3","131.5","18.06","","","","","","","","",""
"10750","129.3","131.9","18.06","","","","","","","","",""
"10751","129.3","131.5","18.06","","","","","","","","",""
"10752","129.2","131.9","18.06","","","","","","","","",""
"10753","129.3","131.9","18.06","","","","","","","","",""
"10754","129.3","131.5","18.06","","","","","","","","",""
"10755","129.3","131.5","18.06","","","","","","","","",""
"10756","129.3","131.5","18.06","","","","","","","","",""
"10757","129.3","131.5","18.06","","","","","","","","",""
"10758","129.3","131.9","18.06","","","","","","","","",""
"10759","129.3","131.9","18.06","","","","","","","","",""
"10760","129.3","131.9","18.06","","","","","","","","",""
"10761","129.3","131.9","18.06","","","","","","","","",""
"10762","129.3","131.5","18.06","","","","","","","","",""
"10763","129.2","131.5","18.06","","","","","","","","",""
"10764","129.3","131.9","18.06","","","","","","","","",""
"10765","129.1","131.5","18.06","","","","","","","","",""
"10766","129.1","131.5","18.06","","","","","","","","",""
"10767","129.3","131.5","18.06","","","","","","","","",""
"10768","129.3","131.5","18.06","","","","","","","","",""
"10769","129.2","131.5","18.05","","","","","","","","",""
"10770","129.1","131.5","18.05","","","","","","","","",""
"10771","129.2","131.5","18.05","","","","","","","","",""
"10772","129.2","131.5","18.06","","","","","","","","",""
"10773","129.1","131.5","18.05","","","","","","","","",""
"10774","129.2","131.5","18.06","","","","","","","","",""
"10775","129.3","131.9","18.06","","","","","","","","",""
"10776","129.1","131.5","18.05","","","","","","","","",""
"10777","129.2","131.9","18.05","","","","","","","","",""
"10778","129.2","131.5","18.05","","","","","","","","",""
"10779","129.3","131.5","18.05","","","","","","","","",""
"10780","129.3","131.5","18.06","","","","","","","","",""
"10781","129.3","131.5","18.05","","","","","","","","",""
"10782","129.3","131.5","18.05","","","","","","","","",""
"10783","129.2","131.5","18.05","","","","","","","","",""
"10784","129.2","131.5","18.05","","","","","","","","",""
"10785","129.1","131.9","18.05","","","","","","","","",""
"10786","129.1","131.5","18.05","","","","","","","","",""
"10787","129.1","131.5","18.05","","","","","","","","",""
"10788","129.2","131.9","18.05","","","","","","","","",""
"10789","129.2","131.5","18.05","","","","","","","","",""
"10790","129.3","131.9","18.05","","","","","","","","",""
"10791","129.2","131.5","18.05","","","","","","","","",""
"10792","129.1","131.5","18.05","","","","","","","","",""
"10793","129.3","131.5","18.06","","","","","","","","",""
"10794","129.2","131.5","18.05","","","","","","","","",""
"10795","129.3","131.5","18.05","","","","","","","","",""
"10796","129.2","131.5","18.05","","","","","","","","",""
"10797","129.2","131.5","18.05","","","","","","","","",""
"10798","129.2","131.5","18.05","","","","","","","","",""
"10799","129.2","131.9","18.05","","","","","","","","",""
"10800","129.2","131.5","18.05","","","","","","","","",""
"10801","129.2","131.5","18.05","","","","","","","","",""
"10802","129.1","131.9","18.03","","","","","","","","",""
"10803","129.1","131.9","18.05","","","","","","","","",""
"10804","129.1","131.5","18.05","","","","","","","","",""
"10805","129.3","131.5","18.05","","","","","","","","",""
"10806","129.2","131.5","18.03","","","","","","","","",""
"10807","129.1","131.5","18.03","","","","","","","","",""
"10808","129.3","131.5","18.03","","","","","","","","",""
"10809","129.2","131.5","18.03","","","","","","","","",""
"10810","129.2","131.5","18.03","","","","","","","","",""
"10811","129.2","131.5","18.03","","","","","","","","",""
"10812","129.3","131.9","18.03","","","","","","","","",""
"10813","129.1","131.5","18.03","","","","","","","","",""
"10814","129.2","131.5","18.03","","","","","","","","",""
"10815","129.2","131.5","18.03","","","","","","","","",""
"10816","129.2","131.5","18.03","","","","","","","","",""
"10817","129.2","131.5","18.03","","","","","","","","",""
"10818","129.2","131.5","18.03","","","","","","","","",""
"10819","129.1","131.5","18.03","","","","","","","","",""
"10820","129.2","131.9","18.03","","","","","","","","",""
"10821","129.1","131.5","18.03","","","","","","","","",""
"10822","129.2","131.5","18.03","","","","","","","","",""
"10823","129.1","131.5","18.03","","","","","","","","",""
"10824","129.2","131.5","18.03","","","","","","","","",""
"10825","129.2","131.5","18.03","","","","","","","","",""
"10826","129.1","131.5","18.03","","","","","","","","",""
"10827","129.1","131.5","18.03","","","","","","","","",""
"10828","129.2","131.5","18.03","","","","","","","","",""
"10829","129.2","131.5","18.03","","","","","","","","",""
"10830","129.1","131.5","18.03","","","","","","","","",""
"10831","129.1","131.5","18.03","","","","","","","","",""
"10832","129.1","131.9","18.03","","","","","","","","",""
"10833","129.1","131.5","18.03","","","","","","","","",""
"10834","129.2","131.5","18.03","","","","","","","","",""
"10835","129.1","131.5","18.03","","","","","","","","",""
"10836","129.1","131.5","18.03","","","","","","","","",""
"10837","129.2","131.5","18.02","","","","","","","","",""
"10838","129.2","131.5","18.03","","","","","","","","",""
"10839","129.2","131.5","18.02","","","","","","","","",""
"10840","129.1","131.5","18.03","","","","","","","","",""
"10841","129.2","131.5","18.02","","","","","","","","",""
"10842","129.1","131.5","18.03","","","","","","","","",""
"10843","129.2","131.5","18.03","","","","","","","","",""
"10844","129.2","131.5","18.03","","","","","","","","",""
"10845","129.2","131.5","18.03","","","","","","","","",""
"10846","129.1","131.5","18.02","","","","","","","","",""
"10847","129.2","131.5","18.02","","","","","","","","",""
"10848","129.2","131.5","18.02","","","","","","","","",""
"10849","129.2","131.5","18.02","","","","","","","","",""
"10850","129.1","131.5","18.02","","","","","","","","",""
"10851","129.1","131.5","18.02","","","","","","","","",""
"10852","129.2","131.5","18.02","","","","","","","","",""
"10853","129.2","131.5","18.03","","","","","","","","",""
"10854","129.1","131.5","18.02","","","","","","","","",""
"10855","129.2","131.5","18.02","","","","","","","","",""
"10856","129.2","131.5","18.02","","","","","","","","",""
"10857","129.1","131.5","18.02","","","","","","","","",""
"10858","129.2","131.5","18.02","","","","","","","","",""
"10859","129.1","131.5","18.02","","","","","","","","",""
"10860","129.1","131.5","18.02","","","","","","","","",""
"10861","129.1","131.5","18.02","","","","","","","","",""
"10862","129.1","131.5","18.02","","","","","","","","",""
"10863","129.1","131.5","18.02","","","","","","","","",""
"10864","129.1","131.5","18.02","","","","","","","","",""
"10865","129.1","131.5","18.02","","","","","","","","",""
"10866","129.1","131.5","18.02","","","","","","","","",""
"10867","129.1","131.5","18.02","","","","","","","","",""
"10868","129.1","131.5","18.02","","","","","","","","",""
"10869","129.1","131.5","18.01","","","","","","","","",""
"10870","129.1","131.5","18.01","","","","","","","","",""
"10871","129.1","131.5","18.02","","","","","","","","",""
"10872","129.1","131.5","18.01","","","","","","","","",""
"10873","129.1","131.9","18.02","","","","","","","","",""
"10874","129.2","131.5","18.01","","","","","","","","",""
"10875","129.1","131.5","18.01","","","","","","","","",""
"10876","129.1","131.5","18.01","","","","","","","","",""
"10877","129.1","131.5","18.01","","","","","","","","",""
"10878","129.1","131.5","18.01","","","","","","","","",""
"10879","129.1","131.5","18.02","","","","","","","","",""
"10880","129.1","131.5","18.01","","","","","","","","",""
"10881","129.1","131.5","18.01","","","","","","","","",""
"10882","129.1","131.5","18.01","","","","","","","","",""
"10883","129.1","131.5","18.02","","","","","","","","",""
"10884","129.1","131.5","18.01","","","","","","","","",""
"10885","129.1","131.5","18.01","","","","","","","","",""
"10886","129.0","131.5","18.01","","","","","","","","",""
"10887","129.1","131.5","18.01","","","","","","","","",""
"10888","129.0","131.5","18.02","","","","","","","","",""
"10889","129.1","131.5","18.01","","","","","","","","",""
"10890","129.1","131.5","18.01","","","","","","","","",""
"10891","129.1","131.5","18.01","","","","","","","","",""
"10892","129.1","131.5","18.01","","","","","","","","",""
"10893","129.1","131.5","18.01","","","","","","","","",""
"10894","129.1","131.5","18.01","","","","","","","","",""
"10895","129.1","131.5","18.01","","","","","","","","",""
"10896","129.1","131.5","18.01","","","","","","","","",""
"10897","129.1","131.5","18.01","","","","","","","","",""
"10898","129.1","131.5","18.01","","","","","","","","",""
"10899","129.1","131.5","18.01","","","","","","","","",""
"10900","129.2","131.5","18.01","","","","","","","","",""
"10901","129.1","131.5","18.01","","","","","","","","",""
"10902","129.1","131.5","18.01","","","","","","","","",""
"10903","129.1","131.5","18.01","","","","","","","","",""
"10904","129.1","131.5","18.01","","","","","","","","",""
"10905","129.1","131.5","18.01","","","","","","","","",""
"10906","129.1","131.5","18.01","","","","","","","","",""
"10907","129.1","131.5","18.01","","","","","","","","",""
"10908","129.1","131.5","17.99","","","","","","","","",""
"10909","129.0","131.5","17.99","","","","","","","","",""
"10910","129.1","131.5","17.99","","","","","","","","",""
"10911","129.1","131.5","17.99","","","","","","","","",""
"10912","129.1","131.5","17.99","","","","","","","","",""
"10913","129.1","131.5","17.99","","","","","","","","",""
"10914","129.1","131.5","17.99","","","","","","","","",""
"10915","129.1","131.5","17.99","","","","","","","","",""
"10916","129.1","131.5","17.99","","","","","","","","",""
"10917","129.1","131.5","17.99","","","","","","","","",""
"10918","129.0","131.5","17.99","","","","","","","","",""
"10919","129.1","131.5","17.99","","","","","","","","",""
"10920","129.1","131.5","17.99","","","","","","","","",""
"10921","129.0","131.5","17.99","","","","","","","","",""
"10922","129.1","131.5","17.99","","","","","","","","",""
"10923","129.0","131.9","17.99","","","","","","","","",""
"10924","129.0","131.5","17.99","","","","","","","","",""
"10925","129.0","131.5","18.01","","","","","","","","",""
"10926","129.1","131.5","17.99","","","","","","","","",""
"10927","129.1","131.5","17.99","","","","","","","","",""
"10928","129.0","131.5","17.99","","","","","","","","",""
"10929","129.0","131.5","18.01","","","","","","","","",""
"10930","129.0","131.5","17.99","","","","","","","","",""
"10931","129.0","131.5","17.99","","","","","","","","",""
"10932","129.1","131.5","17.99","","","","","","","","",""
"10933","129.0","131.5","17.99","","","","","","","","",""
"10934","129.0","131.5","17.99","","","","","","","","",""
"10935","129.1","131.5","17.99","","","","","","","","",""
"10936","129.0","131.5","17.99","","","","","","","","",""
"10937","129.1","131.5","17.98","","","","","","","","",""
"10938","129.1","131.5","17.99","","","","","","","","",""
"10939","129.0","131.5","17.99","","","","","","","","",""
"10940","129.0","131.5","17.99","","","","","","","","",""
"10941","129.0","131.5","17.99","","","","","","","","",""
"10942","129.0","131.5","17.99","","","","","","","","",""
"10943","129.0","131.5","17.99","","","","","","","","",""
"10944","129.0","131.5","17.99","","","","","","","","",""
"10945","129.1","131.5","17.98","","","","","","","","",""
"10946","129.0","131.5","17.98","","","","","","","","",""
"10947","129.0","131.5","17.98","","","","","","","","",""
"10948","129.0","131.5","17.98","","","","","","","","",""
"10949","129.0","131.5","17.98","","","","","","","","",""
"10950","129.0","131.5","17.99","","","","","","","","",""
"10951","129.0","131.5","17.99","","","","","","","","",""
"10952","129.1","131.5","17.99","","","","","","","","",""
"10953","129.0","131.5","17.98","","","","","","","","",""
"10954","129.0","131.5","17.98","","","","","","","","",""
"10955","129.1","131.5","17.98","","","","","","","","",""
"10956","129.0","131.5","17.98","","","","","","","","",""
"10957","129.1","131.5","17.98","","","","","","","","",""
"10958","129.0","131.5","17.98","","","","","","","","",""
"10959","129.0","131.5","17.98","","","","","","","","",""
"10960","129.1","131.5","17.98","","","","","","","","",""
"10961","129.0","131.5","17.98","","","","","","","","",""
"10962","129.0","131.5","17.98","","","","","","","","",""
"10963","129.0","131.5","17.98","","","","","","","","",""
"10964","129.0","131.5","17.98","","","","","","","","",""
"10965","129.0","131.5","17.98","","","","","","","","",""
"10966","129.0","131.5","17.98","","","","","","","","",""
"10967","129.1","131.5","17.98","","","","","","","","",""
"10968","129.0","131.5","17.98","","","","","","","","",""
"10969","129.1","131.5","17.98","","","","","","","","",""
"10970","129.0","131.5","17.98","","","","","","","","",""
"10971","129.0","131.5","17.98","","","","","","","","",""
"10972","129.0","131.5","17.98","","","","","","","","",""
"10973","129.0","131.5","17.98","","","","","","","","",""
"10974","129.0","131.5","17.98","","","","","","","","",""
"10975","129.0","131.5","17.98","","","","","","","","",""
"10976","129.0","131.5","17.98","","","","","","","","",""
"10977","129.0","131.5","17.97","","","","","","","","",""
"10978","129.0","131.5","17.97","","","","","","","","",""
"10979","129.0","131.5","17.98","","","","","","","","",""
"10980","129.0","131.5","17.98","","","","","","","","",""
"10981","129.0","131.5","17.98","","","","","","","","",""
"10982","129.0","131.5","17.97","","","","","","","","",""
"10983","128.9","131.5","17.98","","","","","","","","",""
"10984","129.0","131.5","17.98","","","","","","","","",""
"10985","129.0","131.5","17.97","","","","","","","","",""
"10986","129.0","131.2","17.97","","","","","","","","",""
"10987","129.0","131.5","17.97","","","","","","","","",""
"10988","129.0","131.5","17.97","","","","","","","","",""
"10989","129.0","131.5","17.98","","","","","","","","",""
"10990","129.0","131.5","17.98","","","","","","","","",""
"10991","129.0","131.5","17.97","","","","","","","","",""
"10992","129.0","131.5","17.98","","","","","","","","",""
"10993","129.0","131.5","17.97","","","","","","","","",""
"10994","129.0","131.5","17.98","","","","","","","","",""
"10995","129.0","131.5","17.97","","","","","","","","",""
"10996","129.0","131.5","17.98","","","","","","","","",""
"10997","129.0","131.5","17.97","","","","","","","","",""
"10998","129.0","131.5","17.97","","","","","","","","",""
"10999","129.0","131.5","17.97","","","","","","","","",""
"11000","129.0","131.5","17.97","","","","","","","","",""
"11001","129.0","131.5","17.97","","","","","","","","",""
"11002","129.0","131.5","17.97","","","","","","","","",""
"11003","129.0","131.5","17.97","","","","","","","","",""
"11004","129.0","131.5","17.97","","","","","","","","",""
"11005","129.0","131.5","17.97","","","","","","","","",""
"11006","129.0","131.5","17.97","","","","","","","","",""
"11007","129.0","131.5","17.97","","","","","","","","",""
"11008","128.9","131.5","17.97","","","","","","","","",""
"11009","128.9","131.5","17.97","","","","","","","","",""
"11010","128.9","131.5","17.97","","","","","","","","",""
"11011","129.0","131.5","17.97","","","","","","","","",""
"11012","129.0","131.5","17.97","","","","","","","","",""
"11013","129.0","131.5","17.97","","","","","","","","",""
"11014","129.0","131.6","17.95","","","","","","","","",""
"11015","128.9","131.5","17.97","","","","","","","","",""
"11016","129.0","131.5","17.97","","","","","","","","",""
"11017","129.0","131.5","17.97","","","","","","","","",""
"11018","129.0","131.5","17.97","","","","","","","","",""
"11019","129.0","131.5","17.97","","","","","","","","",""
"11020","128.9","131.5","17.97","","","","","","","","",""
